id,title,timestamp,previous_screen,user_action,next_screen,section,confidence,data_requested,free_or_premium,open_questions
351,Week 1 pregnancy content,22:51,350,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",352,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
352,Pregnancy dashboard observed state,22:54,351,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",353,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
353,Pregnancy dashboard observed state,22:57,352,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",354,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
354,Pregnancy dashboard observed state,23:00,353,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",355,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
355,Pregnancy dashboard observed state,23:06,354,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",356,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
356,Baby development at 8 weeks,23:18,355,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",357,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
357,Pregnancy dashboard observed state,23:24,356,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",358,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
358,Pregnancy dashboard observed state,23:30,357,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",359,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
359,Pregnancy dashboard observed state,23:33,358,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",360,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
360,Pregnancy dashboard observed state,23:36,359,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",361,Pregnancy dashboard,Medium,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
361,Week 42 pregnancy content,23:39,360,"Observed tap, scroll, calendar edit, tab change, or dashboard navigation.",None,Pregnancy dashboard,High,"Pregnancy week, baby-development visuals, and pregnancy content.",Free observed / Premium status not observed,Does this answer change later branching? Exact downstream effect is not fully observed unless the next screen shows it.
